ensgene,logFC,AveExpr,t,P.Value,adj.P.Val,B,DEgene,Test
MSTRG.5075|IL10RA,0.059942773,0.64495753,0.16015928,0.876005727,0.979237378,-4.6441025,,FALSE
ENSG00000189079,0.05983565,3.563271775,0.458814552,0.656365594,0.923971883,-4.725660851,,FALSE
MSTRG.9690|RRN3,0.059789125,5.067479618,0.473328006,0.646336842,0.9224831,-4.768975667,,FALSE
MSTRG.3090|PPA1,0.059729856,5.712648504,0.50045878,0.627789115,0.917067439,-4.764371108,,FALSE
ENSG00000011347,0.059699413,2.088900832,0.343805788,0.738248137,0.946278775,-4.67450405,,FALSE
MSTRG.4200|EXT2,0.059655972,3.580863249,0.366786773,0.721566586,0.942478925,-4.737738596,,FALSE
MSTRG.1107|FAM73A|RNA5SP21,0.059649155,3.548575403,0.366980273,0.721426762,0.942478925,-4.741072524,,FALSE
MSTRG.23921|DYNC1I1,0.059601189,1.869826846,0.139317773,0.892017954,0.982059261,-4.677739317,,FALSE
MSTRG.6983|SETDB2,0.059578582,2.540080828,0.333502859,0.745774156,0.948124633,-4.69517128,,FALSE
MSTRG.22308|TAF11,0.059472968,3.914223793,0.507774807,0.622833145,0.915261617,-4.733487714,,FALSE
MSTRG.2474|FAM89A|MIR1182,0.059408175,1.167350136,0.243262748,0.812813512,0.963859523,-4.654668819,,FALSE
ENSG00000169379,0.059347631,0.327204984,0.198290758,0.846866883,0.975079013,-4.637343719,,FALSE
MSTRG.22135|PRR3,0.05934657,1.528340839,0.24817405,0.809117928,0.96335167,-4.66088368,,FALSE
MSTRG.17747|TSPO,0.059301479,3.610318223,0.324168917,0.752616748,0.949585505,-4.735778228,,FALSE
MSTRG.24551|ERICH1,0.059296701,2.098430504,0.349564711,0.73405397,0.945431537,-4.672619491,,FALSE
MSTRG.12629|RIOK3,0.059291006,5.580701311,0.31325278,0.760647869,0.952912462,-4.79379543,,FALSE
MSTRG.17187|AGPAT3,0.059287195,4.796607407,0.174375511,0.865116793,0.978341941,-4.804323418,,FALSE
MSTRG.1644|RP11-68I18.10,0.059255333,4.018135074,0.450253939,0.66231496,0.924807164,-4.74843949,,FALSE
MSTRG.26822|ZFX,0.059245207,4.399616867,0.429875573,0.676576471,0.928461771,-4.768339846,,FALSE
ENSG00000130038,0.059238602,0.210357104,0.12520264,0.902891948,0.985446445,-4.636850462,,FALSE
MSTRG.7485|NFKBIA,0.059209741,4.522745764,0.339479054,0.741405217,0.947261605,-4.782483785,,FALSE
MSTRG.11171|LYRM9|NOS2|RP1-66C13.4,0.059177186,2.865392714,0.270245911,0.792571758,0.959848319,-4.708967624,,FALSE
MSTRG.26665|MT-TS1,0.059152305,8.469751895,0.354529357,0.730445631,0.944435801,-4.752741331,,FALSE
MSTRG.26653|MT-ND1,0.059144293,14.59422599,0.353857974,0.730933195,0.944517164,-4.707484952,,FALSE
MSTRG.17748|TTLL12,0.059054759,2.569274863,0.31198568,0.76158205,0.952912462,-4.69105705,,FALSE
MSTRG.17939|TIMP4,0.059010258,2.744564094,0.228744837,0.823765686,0.967905229,-4.705184494,,FALSE
MSTRG.10798|PFN1,0.058934285,6.301910175,0.299578002,0.770750799,0.955479823,-4.790468045,,FALSE
MSTRG.4515|FIBP,0.05893025,4.475218473,0.529238731,0.608407759,0.911691628,-4.74793245,,FALSE
MSTRG.1009|DOCK7,0.058714192,2.639704653,0.31204811,0.761536013,0.952912462,-4.694452773,,FALSE
MSTRG.6171|LIN7A,0.058684499,0.972791776,0.299597548,0.770736325,0.955479823,-4.648523139,,FALSE
MSTRG.10196|CSNK2A2,0.0586344,4.195528478,0.532477174,0.606246316,0.910076714,-4.738966844,,FALSE
MSTRG.13810|LTBP4,0.058549203,6.109075714,0.307760686,0.76469987,0.954132885,-4.791396112,,FALSE
MSTRG.2049|CACYBP,0.058414286,5.398285116,0.291566727,0.776690689,0.957873854,-4.79638453,,FALSE
MSTRG.16222|RNPEPL1,0.058380844,4.346789557,0.348538544,0.734800649,0.945971863,-4.77594207,,FALSE
MSTRG.4601|LRP5,0.058358207,3.714177171,0.366162987,0.72201741,0.942478925,-4.744582003,,FALSE
MSTRG.2183|CSRP1,0.058312741,4.81805732,0.225403824,0.826291853,0.968745156,-4.798247117,,FALSE
MSTRG.24744|SARAF,0.058283805,5.397675882,0.399571106,0.698034181,0.936534651,-4.782526808,,FALSE
MSTRG.1100|RP4-706A16.3,0.058255922,3.674033578,0.480204214,0.64161112,0.922343581,-4.721897178,,FALSE
MSTRG.5829|TFCP2,0.058254462,4.517297326,0.589579208,0.568803266,0.894089101,-4.738564537,,FALSE
MSTRG.1076|ANKRD13C,0.058217088,3.746358386,0.466142225,0.651293054,0.923249196,-4.736783136,,FALSE
MSTRG.7607|FERMT2,0.058182755,5.614912816,0.536049746,0.603866492,0.909033167,-4.757921968,,FALSE
MSTRG.5762|ADCY6,0.05812959,4.734093114,0.445471531,0.665649412,0.925312339,-4.770062544,,FALSE
MSTRG.5797|FMNL3,0.058069826,4.139186232,0.31263652,0.761102162,0.952912462,-4.774270629,,FALSE
MSTRG.18538|RPL10AP6,0.05805391,3.977893095,0.426829351,0.67872011,0.928828074,-4.747632531,,FALSE
MSTRG.2695|PRPF18|RP11-295P9.13|RP11-295P9.3,0.058025871,4.084155532,0.379053833,0.712723894,0.94060547,-4.758271522,,FALSE
ENSG00000196793,0.058010657,0.826551141,0.252688867,0.805725031,0.963164524,-4.647639067,,FALSE
MSTRG.26714|PUDP,0.057921373,3.858978155,0.381467622,0.710989125,0.940454837,-4.750118362,,FALSE
MSTRG.7251|GRTP1-AS1,0.057872503,0.834321566,0.170657961,0.867961489,0.978512099,-4.648434548,,FALSE
MSTRG.26676|MT-TS2,0.057853679,3.585130505,0.245798255,0.810905021,0.963472966,-4.765683881,,FALSE
MSTRG.9954|RP11-347C12.1,0.05783032,3.914061753,0.476931717,0.643858085,0.9224831,-4.737673787,,FALSE
MSTRG.9921|KIF22,0.057818519,3.712906721,0.2939009,0.774958453,0.957523188,-4.753371257,,FALSE
MSTRG.5948|ERBB3|PA2G4|RP11-603J24.9,0.057786538,5.884453266,0.515185436,0.617833206,0.91431924,-4.760721028,,FALSE
MSTRG.26527|SNAPC4,0.057653648,2.307046758,0.272356453,0.790995101,0.959226869,-4.687275457,,FALSE
MSTRG.3995|ZBED5-AS1,0.057601077,2.481408286,0.293039643,0.775597458,0.957682501,-4.693887045,,FALSE
MSTRG.583|TMEM234,0.05756453,0.673769045,0.126487327,0.901901343,0.985233246,-4.643446788,,FALSE
MSTRG.8346|AVEN,0.057528929,3.106996784,0.31928612,0.756205306,0.951021293,-4.716395729,,FALSE
MSTRG.25077|ZNF704,0.057522487,4.184352406,0.321157426,0.754829283,0.950637421,-4.774570652,,FALSE
MSTRG.7733|PLEKHG3,0.05739078,4.182954855,0.127189077,0.901360307,0.985233246,-4.774716078,,FALSE
MSTRG.1640|CDC42SE1,0.057031956,4.719745197,0.522643817,0.612821685,0.913024133,-4.756135637,,FALSE
MSTRG.3272|RPS3AP5,0.057014683,3.373109777,0.413721899,0.687978094,0.933302724,-4.720234927,,FALSE
MSTRG.17773|ATXN10|CTA-941F9.10,0.056990162,5.654987599,0.570754527,0.58100504,0.897965415,-4.750862571,,FALSE
ENSG00000136213,0.056955618,2.740303071,0.364413228,0.723282596,0.943074317,-4.700329907,,FALSE
MSTRG.15054|KDM3A,0.056946138,4.63101604,0.375373062,0.715372548,0.941537685,-4.779692079,,FALSE
MSTRG.26515|MRPS2,0.056922155,4.644007588,0.253273163,0.80528624,0.963164524,-4.7939363,,FALSE
MSTRG.17609|NOL12|RP1-37E16.12|TRIOBP,0.056855242,4.653976571,0.425110571,0.679930955,0.929338171,-4.76987353,,FALSE
ENSG00000164542,0.056831696,0.784577501,0.217672345,0.832145639,0.970910032,-4.646706936,,FALSE
MSTRG.19213|RP11-641D5.1,0.056804778,5.494664425,0.435519825,0.672612619,0.927569591,-4.776772604,,FALSE
MSTRG.14851|SLC1A4,0.05674352,5.747484959,0.249283041,0.80828413,0.963269419,-4.798845818,,FALSE
MSTRG.9497|FLYWCH1,0.056559331,4.831330536,0.462906766,0.653530496,0.923921033,-4.76931517,,FALSE
MSTRG.6198|GALNT4|POC1B|POC1B-GALNT4,0.056539775,2.957638833,0.375003111,0.715638983,0.941552952,-4.704214998,,FALSE
MSTRG.21961|JARID2,0.056508258,3.999431092,0.496797681,0.630276536,0.918504922,-4.739289641,,FALSE
MSTRG.22348|MTCH1,0.056488623,5.478894642,0.461481567,0.654517223,0.923921033,-4.772417852,,FALSE
MSTRG.10706|SMG6,0.056466217,3.452852785,0.409031529,0.69130429,0.934472779,-4.731113812,,FALSE
MSTRG.558|ZCCHC17,0.05645485,3.880454983,0.511740401,0.620155035,0.914514415,-4.729384859,,FALSE
MSTRG.11295|RNF135|RP11-848P1.2,0.056430211,2.465086142,0.255938606,0.803285462,0.962715593,-4.692057274,,FALSE
MSTRG.16637|SNHG11|SNORA71E,0.056414447,1.698049477,0.319286313,0.756205163,0.951021293,-4.663842862,,FALSE
MSTRG.14972|MOGS,0.056405169,3.78807452,0.489406854,0.635312813,0.921253694,-4.728809143,,FALSE
ENSG00000197056,0.056402006,1.523764661,0.28159904,0.784102291,0.958367351,-4.664224427,,FALSE
MSTRG.1322|PSMA5,0.056394773,5.047533563,0.572832079,0.57965146,0.897965415,-4.749682976,,FALSE
MSTRG.24938|NSMAF,0.056358832,4.279859299,0.435769325,0.672437642,0.927569591,-4.761869917,,FALSE
MSTRG.24165|MET,0.056321814,4.628295715,0.270071189,0.792702326,0.959848319,-4.792600188,,FALSE
MSTRG.2031|DARS2,0.056304795,3.026745064,0.250423094,0.807427241,0.963269419,-4.72061694,,FALSE
MSTRG.19234|FNDC3B,0.056273907,4.363594915,0.213934708,0.834979441,0.971957429,-4.785235439,,FALSE
MSTRG.26335|ZBTB43,0.056214494,5.067281625,0.137822704,0.893168651,0.982162309,-4.807087013,,FALSE
MSTRG.20065|NFKB1,0.05617423,3.937173133,0.392631426,0.702988487,0.937901074,-4.751043021,,FALSE
MSTRG.16037|AC053503.12,0.056068943,3.116573984,0.34910009,0.73439201,0.945677613,-4.718939588,,FALSE
MSTRG.15840|AC007283.5|CFLAR,0.056048035,6.311102886,0.287636407,0.779610363,0.958367351,-4.789798793,,FALSE
MSTRG.13009|DOT1L,0.055949477,3.956519533,0.330182678,0.748205511,0.948829889,-4.756242958,,FALSE
MSTRG.19333|MAGEF1,0.055864672,3.80482941,0.417017278,0.685645335,0.933046127,-4.744065989,,FALSE
MSTRG.15613|H3F3AP4,0.05586007,3.812712132,0.547599626,0.59620614,0.904181568,-4.721057875,,FALSE
MSTRG.4609|IGHMBP2,0.055855002,2.845493209,0.349901147,0.73380923,0.945431537,-4.702279411,,FALSE
MSTRG.2408|H3F3A,0.055841017,5.964655556,0.49600393,0.630816469,0.918875517,-4.763638468,,FALSE
MSTRG.13081|CTB-50L17.10,0.055808439,4.611519195,0.451755749,0.661269443,0.924800072,-4.765916286,,FALSE
MSTRG.595|SYNC,0.055750688,5.764411387,0.358084582,0.727865905,0.944108768,-4.786631076,,FALSE
MSTRG.3452|OLMALINC,0.055727649,0.710834668,0.169429759,0.868901755,0.978512099,-4.643656923,,FALSE
MSTRG.27024|FAM104B,0.055679017,2.450490559,0.157784393,0.877827497,0.979237378,-4.689663834,,FALSE
MSTRG.6592|SETD1B,0.055598013,3.926454801,0.385394122,0.708170892,0.939458045,-4.758136058,,FALSE
MSTRG.1777|FDPS,0.055562184,4.588991989,0.602166584,0.560724156,0.89211371,-4.737040811,,FALSE
ENSG00000131127,0.055374581,1.177643107,0.262564498,0.798318329,0.960614492,-4.652808067,,FALSE
MSTRG.16988|RPL13AP7,0.055361624,4.30157324,0.391583411,0.703737956,0.938122866,-4.764824012,,FALSE
MSTRG.9929|TMEM219,0.055320986,4.060401546,0.183718294,0.857976662,0.978119639,-4.77668309,,FALSE
MSTRG.22020|TDP2,0.055299695,3.942288174,0.503172194,0.625948724,0.916510071,-4.736663043,,FALSE
MSTRG.18371|AMT,0.055291283,3.756373951,0.462841059,0.653575972,0.923921033,-4.736980133,,FALSE
MSTRG.27266|MID2,0.055271772,3.376218478,0.325422726,0.75169627,0.949585505,-4.737041985,,FALSE
MSTRG.23735|NSUN5P2,0.05512833,3.541974688,0.31268965,0.761062991,0.952912462,-4.739290386,,FALSE
MSTRG.2328|SMYD2,0.055090514,5.606474773,0.386140694,0.707635564,0.939135153,-4.783492062,,FALSE
MSTRG.15763|STAT1,0.055052091,5.196883873,0.453637277,0.659960659,0.924800072,-4.773763399,,FALSE
MSTRG.26453|ASS1,0.054977913,4.109211575,0.372536376,0.717416522,0.941915703,-4.756859355,,FALSE
MSTRG.15280|CBWD2,0.054948204,4.410898585,0.445817321,0.665408057,0.925312339,-4.763378246,,FALSE
MSTRG.15524|TANK,0.054879938,4.307998516,0.369448625,0.71964407,0.942478925,-4.772021224,,FALSE
MSTRG.24|MTCO2P12,0.054873205,10.56303041,0.191834793,0.851784598,0.976199163,-4.748053034,,FALSE
MSTRG.2296|SERTAD4,0.054867535,1.109422963,0.140321706,0.891245413,0.982059261,-4.653302898,,FALSE
MSTRG.5604|STK38L,0.05480846,3.137420328,0.160927104,0.875416894,0.979237378,-4.733384937,,FALSE
MSTRG.21560|CSNK1A1|CTB-89H12.4,0.054804943,6.036278111,0.488052669,0.63623772,0.921610931,-4.764274456,,FALSE
MSTRG.13065|CCDC94,0.054801512,2.802059186,0.283943051,0.782357296,0.958367351,-4.704845197,,FALSE
MSTRG.12846|KIAA1468,0.054735943,3.521315907,0.44853313,0.663513875,0.925021706,-4.726753469,,FALSE
MSTRG.10348|NOB1,0.054696484,3.507135032,0.371443972,0.718204281,0.942175734,-4.733566156,,FALSE
MSTRG.1173|CCBL2|RBMXL1,0.054619252,3.822884886,0.389844829,0.704982006,0.938664959,-4.746409762,,FALSE
MSTRG.5426|PHC1,0.05460985,3.4283909,0.356101653,0.72930431,0.944133588,-4.731657865,,FALSE
MSTRG.24171|MIR6132|ST7|ST7-AS1_2|ST7-OT3_1|ST7-OT3_2|ST7-OT3_3|ST7-OT4|ST7-OT4_1|ST7-OT4_2|ST7-OT4_3|ST7-OT4_4,0.05460667,2.880967358,0.402395758,0.696021881,0.936430416,-4.69709903,,FALSE
MSTRG.3378|PDLIM1,0.054508108,6.355578097,0.397891548,0.699231878,0.936922481,-4.776573777,,FALSE
MSTRG.2432|C1orf35,0.054505215,1.74045585,0.225117105,0.826508741,0.968745156,-4.667797059,,FALSE
MSTRG.11248|SSH2,0.05450193,6.296766017,0.387893734,0.70637921,0.938935614,-4.776188347,,FALSE
MSTRG.19627|FBXL5,0.054428553,6.580407688,0.512549402,0.619609402,0.91431924,-4.753347779,,FALSE
MSTRG.21047|MEF2C,0.054344247,8.459025548,0.309912563,0.763111343,0.953468903,-4.758315533,,FALSE
MSTRG.15198|RP11-332H14.2,0.054271596,0.979750049,0.174000234,0.865403867,0.978341941,-4.648569566,,FALSE
MSTRG.12608|ESCO1,0.054262442,3.823609597,0.508202286,0.622544174,0.915261617,-4.730626343,,FALSE
MSTRG.25942|GNAQ,0.054259021,4.273720518,0.386740402,0.707205666,0.939048861,-4.768507771,,FALSE
MSTRG.8103|WDR20,0.05415827,2.885421866,0.212267681,0.836244152,0.972243382,-4.715072031,,FALSE
MSTRG.7797|SLC8A3,0.054075511,4.330561695,0.466851816,0.65080283,0.923016733,-4.757783762,,FALSE
MSTRG.1506|ANKRD35,0.054023691,2.47852991,0.322632447,0.753745296,0.950249286,-4.686769909,,FALSE
MSTRG.8983|NRG4,0.053999924,2.779804891,0.29326042,0.775433637,0.957682501,-4.709769342,,FALSE
MSTRG.16215|MYEOV2,0.053982398,4.688500303,0.451458774,0.661476128,0.924800072,-4.768102649,,FALSE
MSTRG.3266|GHITM,0.053966311,8.059415565,0.33592863,0.743999625,0.947993582,-4.760691239,,FALSE
ENSG00000148429,0.053874514,0.885781215,0.206995956,0.840246826,0.973840952,-4.647735013,,FALSE
MSTRG.10059|ITFG1|RNA5SP424,0.053855878,5.113848474,0.536690999,0.603439844,0.908619696,-4.758114256,,FALSE
MSTRG.23768|RFC2,0.053804949,2.921223015,0.307195608,0.765117205,0.954132885,-4.707781283,,FALSE
MSTRG.15275|AC079922.2,0.053773481,4.870379738,0.468373146,0.649752403,0.922747371,-4.768618997,,FALSE
MSTRG.10242|RRAD,0.053756927,6.102197327,0.197397921,0.847546579,0.97558927,-4.802673641,,FALSE
MSTRG.4745|RPS3|SNORD15A,0.053708316,7.086511743,0.459788541,0.655690289,0.923921033,-4.756935708,,FALSE
MSTRG.26817|RPL9P7,0.053685378,4.328295051,0.379364868,0.712500259,0.94060547,-4.767604723,,FALSE
MSTRG.5861|ZNF740,0.053681076,3.765389597,0.404552283,0.694487227,0.935482219,-4.743849708,,FALSE
MSTRG.24882|SPIDR,0.053627151,3.118299463,0.362604822,0.724591109,0.943633072,-4.712880068,,FALSE
MSTRG.21851|GNB2L1|SNORD95|SNORD96A,0.053590583,7.662594798,0.425920497,0.67936026,0.929111257,-4.754450049,,FALSE
MSTRG.24177|LSM8,0.053565567,3.556711635,0.424969269,0.680030542,0.929338171,-4.730262161,,FALSE
MSTRG.18656|TBC1D23,0.053502682,4.38035972,0.477599726,0.643399109,0.9224831,-4.757610783,,FALSE
ENSG00000186446,0.053392532,1.001439067,0.195175225,0.849239235,0.976199163,-4.652632948,,FALSE
MSTRG.5701|TMEM117,0.053296834,1.737182843,0.184863426,0.857102418,0.977765418,-4.670925573,,FALSE
MSTRG.22069|ZNF204P,0.05328338,2.457908918,0.264307653,0.797013125,0.960119779,-4.694153935,,FALSE
MSTRG.21840|ZFP62,0.053172229,3.503957411,0.374741828,0.71582718,0.941552952,-4.734387957,,FALSE
MSTRG.6315|CCDC53,0.05300708,4.026611109,0.270961827,0.79203683,0.959725476,-4.768118302,,FALSE
MSTRG.23136|TMEM242,0.052942322,3.77119568,0.319402454,0.756119736,0.951021293,-4.749304456,,FALSE
MSTRG.3805|CTSD|IFITM10|RP11-295K3.1,0.052792849,6.710992579,0.28766657,0.779587943,0.958367351,-4.785176471,,FALSE
MSTRG.7403|PRKD1,0.052768914,0.583102029,0.109921228,0.914688204,0.987459618,-4.641789641,,FALSE
ENSG00000159885,0.052762896,0.349026674,0.168341713,0.869734904,0.978512099,-4.638732323,,FALSE
MSTRG.1189|PHKA1P1,0.052756126,2.450009907,0.170247623,0.868275604,0.978512099,-4.700845695,,FALSE
MSTRG.1709|CRTC2,0.052693667,4.014459015,0.475793945,0.64464019,0.9224831,-4.743544236,,FALSE
MSTRG.26422|NUP188|PHYHD1|RP11-101E3.5,0.052692334,4.913681262,0.489723916,0.635096356,0.921043605,-4.765718793,,FALSE
MSTRG.12718|FHOD3,0.052642334,5.624968072,0.459679423,0.655765929,0.923921033,-4.771825495,,FALSE
MSTRG.6001|PIP4K2C,0.052554035,2.937668194,0.163538622,0.873414758,0.979237378,-4.719098621,,FALSE
MSTRG.23467|CHN2,0.052553294,1.266309827,0.161003127,0.875358597,0.979237378,-4.656529758,,FALSE
MSTRG.8295|HMGN2P5,0.052507516,0.492991714,0.231456622,0.821716837,0.966517452,-4.639377004,,FALSE
MSTRG.23577|BLVRA,0.052478469,4.069499981,0.511987834,0.619988127,0.914489594,-4.739761702,,FALSE
MSTRG.24713|CCDC25,0.052461103,4.899609159,0.532260023,0.606391125,0.910123579,-4.757880509,,FALSE
MSTRG.7790|ERH,0.052434735,4.411998911,0.494476466,0.631856137,0.919072837,-4.752870642,,FALSE
MSTRG.24921|RP11-446E9.1,0.052404013,1.361662772,0.252914741,0.805555397,0.963164524,-4.65746741,,FALSE
MSTRG.4725|RP11-864N7.2,0.052396511,2.899047079,0.299945173,0.770478933,0.955479823,-4.706727625,,FALSE
ENSG00000154114,0.052388413,2.383904404,0.087546598,0.931998503,0.990583745,-4.69485817,,FALSE
MSTRG.8474|TMEM87A,0.052292973,3.82445655,0.460520853,0.655182763,0.923921033,-4.734854289,,FALSE
MSTRG.18367|GPX1,0.052290736,5.253383744,0.308880874,0.763872798,0.954043983,-4.794702462,,FALSE
MSTRG.5594|ASUN,0.052290708,3.711056116,0.418927745,0.684294526,0.932193729,-4.737860399,,FALSE
MSTRG.18311|SMARCC1,0.052281862,4.390023018,0.48570534,0.6378425,0.922118525,-4.754781261,,FALSE
MSTRG.4557|RBM14|RBM14-RBM4|RBM4|RP11-658F2.8,0.052166879,5.539656919,0.462291143,0.653956633,0.923921033,-4.772140142,,FALSE
MSTRG.1094|CRYZ,0.052117016,3.557545208,0.276911859,0.787595421,0.958367351,-4.7444934,,FALSE
MSTRG.16583|ROMO1,0.052088662,4.497420013,0.448287381,0.663685174,0.925021706,-4.761662352,,FALSE
MSTRG.13107|C19orf70,0.052077072,5.244615182,0.390490641,0.704519785,0.938433095,-4.783719163,,FALSE
MSTRG.17912|GHRLOS|RP11-438J1.1|TATDN2,0.05207283,3.738702284,0.3733275,0.716846241,0.941790396,-4.743287811,,FALSE
MSTRG.6081|CAND1,0.052008588,4.678768466,0.435343806,0.672736076,0.927569591,-4.771229046,,FALSE
MSTRG.8332|RP11-632K20.7,0.052004637,0.534756398,0.15742627,0.878102278,0.979237378,-4.645246176,,FALSE
MSTRG.21135|PSMC1P5,0.051985517,0.642085086,0.250705596,0.807214947,0.963269419,-4.642987501,,FALSE
MSTRG.17293|UFD1L,0.051960445,4.564104464,0.474345838,0.645636279,0.9224831,-4.761700379,,FALSE
ENSG00000183474,0.051863627,2.213361056,0.277486926,0.787166583,0.958367351,-4.67832865,,FALSE
MSTRG.8824|DENND4A,0.051833233,3.858927651,0.349871462,0.733830823,0.945431537,-4.749563302,,FALSE
MSTRG.24131|DOCK4,0.051566293,3.820722921,0.352080741,0.732224444,0.94481235,-4.759514609,,FALSE
MSTRG.10383|CMTR2,0.051544759,3.193725728,0.332175976,0.746745477,0.948456843,-4.721500332,,FALSE
ENSG00000271383,0.051489657,3.592709112,0.223863538,0.82745718,0.968943398,-4.750243499,,FALSE
MSTRG.13594|PDCD5,0.051484368,5.298882835,0.429213389,0.677042195,0.928564741,-4.777846709,,FALSE
MSTRG.14015|KDELR1,0.051427335,4.539770903,0.398627071,0.698707268,0.936754024,-4.771956079,,FALSE
MSTRG.14277|ZNF667-AS1,0.051411359,1.254604801,0.12306016,0.904544376,0.985901942,-4.65752358,,FALSE
MSTRG.18610|PDZRN3,0.051326798,5.294146937,0.414294669,0.687572389,0.933302724,-4.778944905,,FALSE
MSTRG.22263|RING1,0.051305642,3.855092496,0.359608509,0.726761212,0.943806925,-4.748305755,,FALSE
MSTRG.3397|RPL13AP5,0.05128023,4.731512092,0.307858107,0.764627929,0.954132885,-4.788654412,,FALSE
MSTRG.4098|LIN7C,0.051152702,3.091724606,0.308707033,0.76400113,0.954111659,-4.718159274,,FALSE
MSTRG.6221|RPL41P5,0.05100371,3.023300348,0.340854039,0.740401384,0.94705473,-4.708845522,,FALSE
MSTRG.8527|CTDSPL2,0.050953887,2.866628192,0.295053405,0.774103635,0.957235528,-4.713257237,,FALSE
MSTRG.17689|RBX1,0.050905616,4.966350005,0.451654529,0.661339885,0.924800072,-4.772023692,,FALSE
MSTRG.20092|GSTCD,0.050871417,1.245253417,0.176766617,0.86328817,0.978341941,-4.656579902,,FALSE
MSTRG.23615|SEPT7P2,0.050855201,3.97655653,0.126987727,0.901515538,0.985233246,-4.77344692,,FALSE
MSTRG.21946|RPL15P3,0.05078641,5.848177564,0.553290636,0.592450575,0.901727418,-4.75346303,,FALSE
MSTRG.26111|NANS,0.050695885,2.598135597,0.34840379,0.734898723,0.945971863,-4.687519037,,FALSE
MSTRG.5630|ERGIC2,0.050660871,4.181849338,0.479201522,0.642299187,0.922424392,-4.748013307,,FALSE
ENSG00000235109,0.050654546,2.038488879,0.253424797,0.805172378,0.963164524,-4.67460639,,FALSE
MSTRG.26418|ENDOG,0.050620869,5.032847381,0.261274642,0.799284542,0.961039842,-4.799333881,,FALSE
MSTRG.25990|UNQ6494,0.050618844,1.349719065,0.111894871,0.913163389,0.987459618,-4.673980214,,FALSE
MSTRG.27457|IDSP1,0.050595965,-0.027909671,0.18586321,0.856339305,0.977312608,-4.635664245,,FALSE
ENSG00000196208,0.050542866,2.205229302,0.253287251,0.805275661,0.963164524,-4.682527552,,FALSE
MSTRG.7598|C14orf166,0.050529108,6.15956144,0.508378127,0.622425327,0.915261617,-4.759294498,,FALSE
MSTRG.18661|TFG,0.050468899,5.397371275,0.52049609,0.614262676,0.913697781,-4.76176512,,FALSE
MSTRG.12944|MED16,0.050433591,4.004048789,0.300076976,0.770381349,0.955479823,-4.768607653,,FALSE
MSTRG.16604|NDRG3,0.050402845,3.984075009,0.41203656,0.689172459,0.9336988,-4.753317474,,FALSE
MSTRG.590|RP1-27O5.3|ZBTB8A|ZBTB8B,0.050373234,1.580095055,0.146672418,0.886361256,0.980719382,-4.671669464,,FALSE
MSTRG.23175|WTAP,0.050368511,4.888868058,0.366584168,0.721713001,0.942478925,-4.783111794,,FALSE
MSTRG.6994|DLEU2|MIR15A,0.050360112,0.404223743,0.200822669,0.844940119,0.974422112,-4.636935256,,FALSE
